"index","id","label","time_start","time_end","clarity_level","youtube_id","url_id","user_id"
"4400","6AnopGuAxDE1","throwing","31","34","none","6AnopGuAxDE","631","1"
"10581","Hb_pwU7JlOY16","striking","201","205","easy","Hb_pwU7JlOY","1077","3"
"4038","IDFf66kSIrE6","throwing","22","24","none","IDFf66kSIrE","424","1"
"4039","IDFf66kSIrE7","throwing","26","28","none","IDFf66kSIrE","424","1"
"4040","IDFf66kSIrE8","throwing","36","38","none","IDFf66kSIrE","424","1"
"4041","IDFf66kSIrE9","throwing","60","62","none","IDFf66kSIrE","424","1"
"4042","IDFf66kSIrE10","throwing","84","86","none","IDFf66kSIrE","424","1"
"4043","IDFf66kSIrE11","throwing","89","91","none","IDFf66kSIrE","424","1"
"4044","IDFf66kSIrE12","throwing","95","96","none","IDFf66kSIrE","424","1"
"4045","IDFf66kSIrE13","throwing","107","110","none","IDFf66kSIrE","424","1"
"4046","IDFf66kSIrE14","throwing","111","113","none","IDFf66kSIrE","424","1"
"4047","IDFf66kSIrE15","throwing","115","117","none","IDFf66kSIrE","424","1"
"4048","IDFf66kSIrE16","throwing","130","132","none","IDFf66kSIrE","424","1"
"4049","IDFf66kSIrE17","throwing","135","137","none","IDFf66kSIrE","424","1"
"4050","IDFf66kSIrE18","throwing","163","164","none","IDFf66kSIrE","424","1"
"4051","IDFf66kSIrE19","throwing","165","169","none","IDFf66kSIrE","424","1"
"4052","IDFf66kSIrE20","throwing","169","170","none","IDFf66kSIrE","424","1"
"4053","IDFf66kSIrE21","throwing","171","173","none","IDFf66kSIrE","424","1"
"4054","IDFf66kSIrE22","throwing","176","178","none","IDFf66kSIrE","424","1"
"4055","IDFf66kSIrE23","throwing","179","181","none","IDFf66kSIrE","424","1"
"4056","IDFf66kSIrE24","throwing","188","190","none","IDFf66kSIrE","424","1"
"4057","IDFf66kSIrE25","throwing","214","216","none","IDFf66kSIrE","424","1"
"4058","IDFf66kSIrE26","throwing","218","220","none","IDFf66kSIrE","424","1"
"4059","IDFf66kSIrE27","throwing","227","229","none","IDFf66kSIrE","424","1"
"4060","IDFf66kSIrE28","spray","356","362","none","IDFf66kSIrE","424","1"
"4061","IDFf66kSIrE29","spray","364","368","none","IDFf66kSIrE","424","1"
"4062","Xy91wfGWc_o1","throwing","13","15","none","Xy91wfGWc_o","926","1"
"4063","Xy91wfGWc_o2","throwing","47","50","none","Xy91wfGWc_o","926","1"
"4064","Xy91wfGWc_o3","throwing","54","56","none","Xy91wfGWc_o","926","1"
"4065","Xy91wfGWc_o4","throwing","68","71","none","Xy91wfGWc_o","926","1"
"4066","QM7N9XICfes1","running","27","29","medium","QM7N9XICfes","772","1"
"4067","QM7N9XICfes2","running","29","31","bad","QM7N9XICfes","772","1"
"4068","QM7N9XICfes3","throwing","34","35","none","QM7N9XICfes","772","1"
"4069","QM7N9XICfes4","throwing","35","37","none","QM7N9XICfes","772","1"
"4070","QM7N9XICfes5","throwing","40","42","none","QM7N9XICfes","772","1"
"4071","QM7N9XICfes6","spray","39","42","none","QM7N9XICfes","772","1"
"4072","QM7N9XICfes7","spray","43","45","none","QM7N9XICfes","772","1"
"4073","QM7N9XICfes8","throwing","46","47","none","QM7N9XICfes","772","1"
"4074","QM7N9XICfes9","striking","48","49","none","QM7N9XICfes","772","1"
"4075","QM7N9XICfes10","throwing","99","101","none","QM7N9XICfes","772","1"
"4076","QM7N9XICfes11","striking","107","108","none","QM7N9XICfes","772","1"
"4077","QM7N9XICfes12","throwing","132","133","none","QM7N9XICfes","772","1"
"4078","QM7N9XICfes13","advancing","155","157","none","QM7N9XICfes","772","1"
"4079","QM7N9XICfes14","advancing","158","160","none","QM7N9XICfes","772","1"
"4080","QM7N9XICfes15","throwing","162","165","none","QM7N9XICfes","772","1"
"4081","QM7N9XICfes16","spray","167","170","none","QM7N9XICfes","772","1"
"4082","QM7N9XICfes17","spray","172","176","none","QM7N9XICfes","772","1"
"4083","QM7N9XICfes18","spray","178","181","none","QM7N9XICfes","772","1"
"10302","aeudb1mf-Po4","blood","162","164","medium","aeudb1mf-Po","1037","2"
"10310","C3oOiTIzsTQ3","restraining","220","225","medium","C3oOiTIzsTQ","1038","2"
"4084","QM7N9XICfes19","throwing","183","185","none","QM7N9XICfes","772","1"
"4085","QM7N9XICfes20","blood","207","208","none","QM7N9XICfes","772","1"
"4086","QM7N9XICfes21","blood","209","212","none","QM7N9XICfes","772","1"
"4087","QM7N9XICfes22","aiming","229","231","none","QM7N9XICfes","772","1"
"4088","QM7N9XICfes23","throwing","233","236","none","QM7N9XICfes","772","1"
"4089","QM7N9XICfes24","advancing","252","254","none","QM7N9XICfes","772","1"
"4090","QM7N9XICfes25","running","261","266","medium","QM7N9XICfes","772","1"
"4091","QM7N9XICfes26","advancing","261","265","none","QM7N9XICfes","772","1"
"4092","QM7N9XICfes27","aiming","281","282","none","QM7N9XICfes","772","1"
"4093","QM7N9XICfes28","running","326","328","bad","QM7N9XICfes","772","1"
"4094","QM7N9XICfes29","running","380","393","medium","QM7N9XICfes","772","1"
"4095","QM7N9XICfes30","restraining","384","387","hard","QM7N9XICfes","772","1"
"4096","wVO9sl-cwYk1","throwing","20","26","none","wVO9sl-cwYk","305","1"
"4097","wVO9sl-cwYk2","throwing","28","32","none","wVO9sl-cwYk","305","1"
"4098","wVO9sl-cwYk3","throwing","36","38","none","wVO9sl-cwYk","305","1"
"4099","wVO9sl-cwYk4","throwing","40","43","none","wVO9sl-cwYk","305","1"
"4100","wVO9sl-cwYk5","throwing","48","51","none","wVO9sl-cwYk","305","1"
"4101","wVO9sl-cwYk6","throwing","55","57","none","wVO9sl-cwYk","305","1"
"4102","wVO9sl-cwYk7","throwing","65","67","none","wVO9sl-cwYk","305","1"
"4103","wVO9sl-cwYk8","throwing","123","125","none","wVO9sl-cwYk","305","1"
"4104","CoWj-6NR4O01","running","5","9","bad","CoWj-6NR4O0","591","1"
"4105","CoWj-6NR4O02","advancing","5","9","none","CoWj-6NR4O0","591","1"
"4106","CoWj-6NR4O03","crowd","9","24","none","CoWj-6NR4O0","591","1"
"4107","CoWj-6NR4O04","throwing","45","47","none","CoWj-6NR4O0","591","1"
"4108","CoWj-6NR4O05","advancing","52","58","none","CoWj-6NR4O0","591","1"
"4109","CoWj-6NR4O06","throwing","53","55","none","CoWj-6NR4O0","591","1"
"4110","CoWj-6NR4O07","crowd","89","99","none","CoWj-6NR4O0","591","1"
"4111","CoWj-6NR4O08","advancing","92","102","none","CoWj-6NR4O0","591","1"
"4112","CoWj-6NR4O09","throwing","93","98","none","CoWj-6NR4O0","591","1"
"4475","vzpxXK_Zm909","crowd","96","98","none","vzpxXK_Zm90","343","1"
"10582","Hb_pwU7JlOY17","striking","209","227","easy","Hb_pwU7JlOY","1077","3"
"4113","CoWj-6NR4O010","running","102","110","bad","CoWj-6NR4O0","591","1"
"4114","CoWj-6NR4O011","crowd","102","110","none","CoWj-6NR4O0","591","1"
"4115","CoWj-6NR4O012","restraining","112","121","bad","CoWj-6NR4O0","591","1"
"4116","CoWj-6NR4O013","crowd","123","129","none","CoWj-6NR4O0","591","1"
"4117","CoWj-6NR4O014","crowd","130","139","none","CoWj-6NR4O0","591","1"
"4118","CoWj-6NR4O015","throwing","143","145","none","CoWj-6NR4O0","591","1"
"4119","CoWj-6NR4O016","throwing","146","148","none","CoWj-6NR4O0","591","1"
"1750","69aE7uGVbuI2","spray","9","11","bad","69aE7uGVbuI","912","1"
"4120","CoWj-6NR4O017","throwing","148","150","none","CoWj-6NR4O0","591","1"
"4121","CoWj-6NR4O018","throwing","150","152","none","CoWj-6NR4O0","591","1"
"4122","CoWj-6NR4O019","throwing","152","155","none","CoWj-6NR4O0","591","1"
"4123","CoWj-6NR4O020","running","165","169","bad","CoWj-6NR4O0","591","1"
"4124","CoWj-6NR4O021","advancing","165","179","none","CoWj-6NR4O0","591","1"
"4125","CoWj-6NR4O022","throwing","184","186","none","CoWj-6NR4O0","591","1"
"4126","CoWj-6NR4O023","throwing","186","188","none","CoWj-6NR4O0","591","1"
"4127","CoWj-6NR4O024","throwing","190","196","none","CoWj-6NR4O0","591","1"
"4128","CoWj-6NR4O025","throwing","199","201","none","CoWj-6NR4O0","591","1"
"4129","CoWj-6NR4O026","throwing","202","204","none","CoWj-6NR4O0","591","1"
"4130","CoWj-6NR4O027","throwing","205","208","none","CoWj-6NR4O0","591","1"
"4131","CoWj-6NR4O028","advancing","217","222","none","CoWj-6NR4O0","591","1"
"4132","CoWj-6NR4O029","throwing","233","236","none","CoWj-6NR4O0","591","1"
"4133","CoWj-6NR4O030","throwing","236","239","none","CoWj-6NR4O0","591","1"
"4134","CoWj-6NR4O031","throwing","241","244","none","CoWj-6NR4O0","591","1"
"4135","CoWj-6NR4O032","throwing","245","248","none","CoWj-6NR4O0","591","1"
"4136","CoWj-6NR4O033","running","252","254","bad","CoWj-6NR4O0","591","1"
"4137","-6T_T-bRwDY1","advancing","56","66","none","-6T_T-bRwDY","49","1"
"4138","-6T_T-bRwDY2","advancing","88","100","none","-6T_T-bRwDY","49","1"
"4139","-6T_T-bRwDY3","advancing","159","163","none","-6T_T-bRwDY","49","1"
"4140","-6T_T-bRwDY4","crowd","234","250","none","-6T_T-bRwDY","49","1"
"4141","-6T_T-bRwDY5","advancing","288","295","none","-6T_T-bRwDY","49","1"
"4142","-6T_T-bRwDY6","advancing","297","302","none","-6T_T-bRwDY","49","1"
"4143","-6T_T-bRwDY7","advancing","315","319","none","-6T_T-bRwDY","49","1"
"4144","-6T_T-bRwDY8","advancing","321","333","none","-6T_T-bRwDY","49","1"
"4145","-6T_T-bRwDY9","advancing","336","344","none","-6T_T-bRwDY","49","1"
"4146","-6T_T-bRwDY10","running","337","343","medium","-6T_T-bRwDY","49","1"
"4147","-6T_T-bRwDY11","advancing","346","350","none","-6T_T-bRwDY","49","1"
"4148","-6T_T-bRwDY12","running","352","358","medium","-6T_T-bRwDY","49","1"
"4149","-6T_T-bRwDY13","advancing","352","357","none","-6T_T-bRwDY","49","1"
"4150","-6T_T-bRwDY14","advancing","359","363","none","-6T_T-bRwDY","49","1"
"4151","pwdNpcfIt6Q1","throwing","87","90","none","pwdNpcfIt6Q","479","1"
"4152","pwdNpcfIt6Q2","throwing","108","111","none","pwdNpcfIt6Q","479","1"
"4153","pwdNpcfIt6Q3","throwing","152","157","none","pwdNpcfIt6Q","479","1"
"4154","pwdNpcfIt6Q4","throwing","158","162","none","pwdNpcfIt6Q","479","1"
"4155","pwdNpcfIt6Q5","throwing","170","175","none","pwdNpcfIt6Q","479","1"
"4156","pwdNpcfIt6Q6","throwing","246","266","none","pwdNpcfIt6Q","479","1"
"4157","pwdNpcfIt6Q7","throwing","265","289","none","pwdNpcfIt6Q","479","1"
"4158","pwdNpcfIt6Q8","throwing","304","323","none","pwdNpcfIt6Q","479","1"
"4159","pwdNpcfIt6Q9","throwing","344","354","none","pwdNpcfIt6Q","479","1"
"3733","caj1wO-QT6M11","throwing","139","142","none","caj1wO-QT6M","177","1"
"3734","XHfjnvqZJh01","running","0","6","medium","XHfjnvqZJh0","123","1"
"3735","XHfjnvqZJh02","advancing","0","6","none","XHfjnvqZJh0","123","1"
"3736","XHfjnvqZJh03","aiming","18","25","none","XHfjnvqZJh0","123","1"
"3737","XHfjnvqZJh04","advancing","18","25","none","XHfjnvqZJh0","123","1"
"3738","XHfjnvqZJh05","advancing","72","84","none","XHfjnvqZJh0","123","1"
"3739","XHfjnvqZJh06","advancing","85","88","none","XHfjnvqZJh0","123","1"
"3740","XHfjnvqZJh07","advancing","90","99","none","XHfjnvqZJh0","123","1"
"3741","XHfjnvqZJh08","advancing","108","111","none","XHfjnvqZJh0","123","1"
"3742","Ih_WFwk_C5g1","advancing","100","101","none","Ih_WFwk_C5g","53","1"
"3743","jBEKhupzP8U1","spray","0","6","none","jBEKhupzP8U","511","1"
"3744","jBEKhupzP8U2","advancing","1","13","none","jBEKhupzP8U","511","1"
"3745","jBEKhupzP8U3","running","2","13","medium","jBEKhupzP8U","511","1"
"3746","jBEKhupzP8U4","advancing","48","52","none","jBEKhupzP8U","511","1"
"3747","jBEKhupzP8U5","advancing","58","63","none","jBEKhupzP8U","511","1"
"3748","jBEKhupzP8U6","advancing","76","79","none","jBEKhupzP8U","511","1"
"3749","jBEKhupzP8U7","throwing","113","114","none","jBEKhupzP8U","511","1"
"3750","jBEKhupzP8U8","advancing","168","176","none","jBEKhupzP8U","511","1"
"3751","jBEKhupzP8U9","crowd","168","176","none","jBEKhupzP8U","511","1"
"3752","jBEKhupzP8U10","advancing","178","180","none","jBEKhupzP8U","511","1"
"3753","jBEKhupzP8U11","crowd","178","180","none","jBEKhupzP8U","511","1"
"3754","jBEKhupzP8U12","advancing","188","190","none","jBEKhupzP8U","511","1"
"3755","jBEKhupzP8U13","crowd","188","190","none","jBEKhupzP8U","511","1"
"3756","j56vgK1ap_g1","striking","37","40","none","j56vgK1ap_g","369","1"
"3757","j56vgK1ap_g2","spray","79","82","none","j56vgK1ap_g","369","1"
"3758","j56vgK1ap_g3","person_on_ground","128","134","easy","j56vgK1ap_g","369","1"
"3759","VnR86cV0v8M1","striking","4","6","none","VnR86cV0v8M","954","1"
"3760","VnR86cV0v8M2","spray","11","13","none","VnR86cV0v8M","954","1"
"3761","VnR86cV0v8M3","spray","14","16","none","VnR86cV0v8M","954","1"
"3762","VnR86cV0v8M4","advancing","28","30","none","VnR86cV0v8M","954","1"
"3763","VnR86cV0v8M5","crowd","28","30","none","VnR86cV0v8M","954","1"
"3764","VnR86cV0v8M6","crowd","32","35","none","VnR86cV0v8M","954","1"
"3765","VnR86cV0v8M7","crowd","41","44","none","VnR86cV0v8M","954","1"
"3766","VnR86cV0v8M8","striking","45","47","none","VnR86cV0v8M","954","1"
"3767","VnR86cV0v8M9","spray","47","50","none","VnR86cV0v8M","954","1"
"3768","akFdxftvWTA1","spray","22","33","none","akFdxftvWTA","661","1"
"3769","akFdxftvWTA2","running","25","32","medium","akFdxftvWTA","661","1"
"3770","akFdxftvWTA3","crowd","24","32","none","akFdxftvWTA","661","1"
"3771","akFdxftvWTA4","running","41","46","medium","akFdxftvWTA","661","1"
"3772","akFdxftvWTA5","crowd","37","46","none","akFdxftvWTA","661","1"
"3773","akFdxftvWTA6","spray","44","45","none","akFdxftvWTA","661","1"
"3774","akFdxftvWTA7","crowd","47","55","none","akFdxftvWTA","661","1"
"3775","akFdxftvWTA8","crowd","59","69","none","akFdxftvWTA","661","1"
"3776","akFdxftvWTA9","advancing","59","69","none","akFdxftvWTA","661","1"
"3777","akFdxftvWTA10","striking","73","75","none","akFdxftvWTA","661","1"
"3778","akFdxftvWTA11","striking","76","78","none","akFdxftvWTA","661","1"
"3779","akFdxftvWTA12","striking","79","82","none","akFdxftvWTA","661","1"
"3780","akFdxftvWTA13","striking","83","85","none","akFdxftvWTA","661","1"
"3781","akFdxftvWTA14","throwing","91","92","none","akFdxftvWTA","661","1"
"3782","akFdxftvWTA15","person_on_ground","98","102","hard","akFdxftvWTA","661","1"
"3783","akFdxftvWTA16","advancing","120","127","none","akFdxftvWTA","661","1"
"3784","akFdxftvWTA17","striking","142","144","none","akFdxftvWTA","661","1"
"3785","akFdxftvWTA18","striking","145","147","none","akFdxftvWTA","661","1"
"3786","akFdxftvWTA19","advancing","162","165","none","akFdxftvWTA","661","1"
"3788","k3nN-ya3VT42","crowd","10","13","none","k3nN-ya3VT4","775","1"
"3789","k3nN-ya3VT43","advancing","10","13","none","k3nN-ya3VT4","775","1"
"3790","k3nN-ya3VT44","crowd","15","17","none","k3nN-ya3VT4","775","1"
"3791","k3nN-ya3VT45","advancing","15","17","none","k3nN-ya3VT4","775","1"
"3792","k3nN-ya3VT46","crowd","33","36","none","k3nN-ya3VT4","775","1"
"3793","k3nN-ya3VT47","crowd","37","42","none","k3nN-ya3VT4","775","1"
"3794","k3nN-ya3VT48","crowd","43","48","none","k3nN-ya3VT4","775","1"
"3795","k3nN-ya3VT49","crowd","49","52","none","k3nN-ya3VT4","775","1"
"3796","k3nN-ya3VT410","crowd","57","60","none","k3nN-ya3VT4","775","1"
"3797","k3nN-ya3VT411","crowd","13","17","none","k3nN-ya3VT4","775","1"
"3798","k3nN-ya3VT412","crowd","102","108","none","k3nN-ya3VT4","775","1"
"3799","k3nN-ya3VT413","crowd","214","217","none","k3nN-ya3VT4","775","1"
"3800","k3nN-ya3VT414","crowd","267","269","none","k3nN-ya3VT4","775","1"
"3801","k3nN-ya3VT415","crowd","320","323","none","k3nN-ya3VT4","775","1"
"3802","k3nN-ya3VT416","person_on_ground","396","398","bad","k3nN-ya3VT4","775","1"
"3803","k3nN-ya3VT417","crowd","402","420","none","k3nN-ya3VT4","775","1"
"3804","k3nN-ya3VT418","restraining","429","432","hard","k3nN-ya3VT4","775","1"
"3805","k3nN-ya3VT419","striking","458","459","none","k3nN-ya3VT4","775","1"
"3806","k3nN-ya3VT420","striking","476","480","none","k3nN-ya3VT4","775","1"
"3807","k3nN-ya3VT421","advancing","502","504","none","k3nN-ya3VT4","775","1"
"3808","k3nN-ya3VT422","advancing","511","519","none","k3nN-ya3VT4","775","1"
"3809","k3nN-ya3VT423","running","512","519","medium","k3nN-ya3VT4","775","1"
"3810","k3nN-ya3VT424","advancing","540","548","none","k3nN-ya3VT4","775","1"
"3811","k3nN-ya3VT425","crowd","567","570","none","k3nN-ya3VT4","775","1"
"3812","k3nN-ya3VT426","restraining","599","604","hard","k3nN-ya3VT4","775","1"
"3813","k3nN-ya3VT427","person_on_ground","608","611","hard","k3nN-ya3VT4","775","1"
"3814","k3nN-ya3VT428","advancing","611","616","none","k3nN-ya3VT4","775","1"
"3815","k3nN-ya3VT429","advancing","626","630","none","k3nN-ya3VT4","775","1"
"3816","Y0BZ4wS8fOc1","throwing","4","7","none","Y0BZ4wS8fOc","901","1"
"3817","Y0BZ4wS8fOc2","throwing","13","16","none","Y0BZ4wS8fOc","901","1"
"3818","Y0BZ4wS8fOc3","throwing","48","50","none","Y0BZ4wS8fOc","901","1"
"3819","Y0BZ4wS8fOc4","throwing","50","53","none","Y0BZ4wS8fOc","901","1"
"3820","Y0BZ4wS8fOc5","spray","56","60","none","Y0BZ4wS8fOc","901","1"
"3821","0wsfQVSn_SU1","throwing","35","37","none","0wsfQVSn_SU","916","1"
"3822","0wsfQVSn_SU2","running","51","55","hard","0wsfQVSn_SU","916","1"
"3823","0wsfQVSn_SU3","advancing","50","54","none","0wsfQVSn_SU","916","1"
"3824","dQI5JG4q7vY1","advancing","0","6","none","dQI5JG4q7vY","955","1"
"3825","dQI5JG4q7vY2","person_on_ground","8","13","medium","dQI5JG4q7vY","955","1"
"3826","dQI5JG4q7vY3","aiming","13","15","none","dQI5JG4q7vY","955","1"
"3827","dQI5JG4q7vY4","running","17","20","easy","dQI5JG4q7vY","955","1"
"3828","dQI5JG4q7vY5","aiming","28","35","none","dQI5JG4q7vY","955","1"
"3829","dQI5JG4q7vY6","aiming","36","40","none","dQI5JG4q7vY","955","1"
"4170","pUtcfItkY8011","brawling","68","72","none","pUtcfItkY80","503","1"
"4171","pUtcfItkY8012","spray","79","84","none","pUtcfItkY80","503","1"
"4172","pUtcfItkY8013","crowd","74","84","none","pUtcfItkY80","503","1"
"4173","pUtcfItkY8014","crowd","85","89","none","pUtcfItkY80","503","1"
"4174","pUtcfItkY8015","crowd","96","101","none","pUtcfItkY80","503","1"
"4175","pUtcfItkY8016","crowd","102","107","none","pUtcfItkY80","503","1"
"4176","pUtcfItkY8017","crowd","109","114","none","pUtcfItkY80","503","1"
"4177","pUtcfItkY8018","crowd","128","133","none","pUtcfItkY80","503","1"
"4178","pUtcfItkY8019","crowd","152","155","none","pUtcfItkY80","503","1"
"4179","pUtcfItkY8020","restraining","163","166","bad","pUtcfItkY80","503","1"
"4180","pUtcfItkY8021","person_on_ground","163","166","bad","pUtcfItkY80","503","1"
"4181","pUtcfItkY8022","restraining","172","179","medium","pUtcfItkY80","503","1"
"4182","pUtcfItkY8023","restraining","179","184","easy","pUtcfItkY80","503","1"
"4183","pUtcfItkY8024","person_on_ground","179","183","bad","pUtcfItkY80","503","1"
"10392","UmKgFXqk7yk2","throwing","116","119","medium","UmKgFXqk7yk","1051","2"
"10304","aeudb1mf-Po6","brawling","188","195","easy","aeudb1mf-Po","1037","2"
"4184","pUtcfItkY8025","brawling","185","190","none","pUtcfItkY80","503","1"
"4185","pUtcfItkY8026","crowd","197","202","none","pUtcfItkY80","503","1"
"4186","pUtcfItkY8027","spray","203","205","none","pUtcfItkY80","503","1"
"4187","pUtcfItkY8028","striking","203","206","none","pUtcfItkY80","503","1"
"4188","pUtcfItkY8029","crowd","209","212","none","pUtcfItkY80","503","1"
"4189","vs65snDauJU1","advancing","0","5","none","vs65snDauJU","729","1"
"4190","vs65snDauJU2","crowd","0","5","none","vs65snDauJU","729","1"
"4191","vs65snDauJU3","advancing","7","12","none","vs65snDauJU","729","1"
"4192","vs65snDauJU4","crowd","7","12","none","vs65snDauJU","729","1"
"4193","vs65snDauJU5","advancing","25","28","none","vs65snDauJU","729","1"
"4194","vs65snDauJU6","crowd","25","28","none","vs65snDauJU","729","1"
"4195","vs65snDauJU7","advancing","30","35","none","vs65snDauJU","729","1"
"4196","vs65snDauJU8","crowd","30","35","none","vs65snDauJU","729","1"
"4197","bAd6EDMj2Kk1","spray","12","17","none","bAd6EDMj2Kk","289","1"
"4198","bAd6EDMj2Kk2","throwing","16","17","none","bAd6EDMj2Kk","289","1"
"4199","bAd6EDMj2Kk3","spray","18","20","none","bAd6EDMj2Kk","289","1"
"4200","bAd6EDMj2Kk4","advancing","34","36","none","bAd6EDMj2Kk","289","1"
"4201","bAd6EDMj2Kk5","aiming","34","38","none","bAd6EDMj2Kk","289","1"
"4202","bAd6EDMj2Kk6","spray","39","43","none","bAd6EDMj2Kk","289","1"
"4203","bAd6EDMj2Kk7","spray","45","49","none","bAd6EDMj2Kk","289","1"
"4204","bAd6EDMj2Kk8","throwing","63","66","none","bAd6EDMj2Kk","289","1"
"4205","bAd6EDMj2Kk9","spray","67","69","none","bAd6EDMj2Kk","289","1"
"4206","bAd6EDMj2Kk10","crowd","109","111","none","bAd6EDMj2Kk","289","1"
"4207","7eTuFAR169s1","throwing","3","5","none","7eTuFAR169s","844","1"
"4208","7eTuFAR169s2","throwing","9","10","none","7eTuFAR169s","844","1"
"4209","7eTuFAR169s3","aiming","32","33","none","7eTuFAR169s","844","1"
"4210","7eTuFAR169s4","advancing","37","38","none","7eTuFAR169s","844","1"
"4211","7eTuFAR169s5","running","37","39","medium","7eTuFAR169s","844","1"
"4212","7eTuFAR169s6","aiming","45","46","none","7eTuFAR169s","844","1"
"4213","7eTuFAR169s7","advancing","46","47","none","7eTuFAR169s","844","1"
"4214","7eTuFAR169s8","running","46","49","bad","7eTuFAR169s","844","1"
"4215","7eTuFAR169s9","aiming","48","49","none","7eTuFAR169s","844","1"
"4216","7eTuFAR169s10","throwing","67","69","none","7eTuFAR169s","844","1"
"4217","7eTuFAR169s11","restraining","71","73","medium","7eTuFAR169s","844","1"
"4218","7eTuFAR169s12","aiming","77","78","none","7eTuFAR169s","844","1"
"4219","7eTuFAR169s13","advancing","79","81","none","7eTuFAR169s","844","1"
